,Weekend,Season,Weather,RoadCond,PoliceActivity,NoJourneys,Country,AvgSpeed,DangerLvl,NoAccidents,NoFatalities
476,weekend,winter,good,good,regular,low,Europe,high,low,medium,high
477,weekend,spring,good,good,regular,medium,UK,high,low,medium,high
478,,fall,good,good,regular,medium,US,high,low,medium,low
479,working,,good,good,regular,medium,UK,high,low,low,low
480,working,summer,good,good,regular,medium,US,high,low,low,low
481,working,fall,bad,bad,regular,low,US,low,low,low,low
482,working,summer,good,good,increased,medium,Europe,low,low,low,low
483,weekend,spring,good,,regular,medium,US,high,low,medium,low
484,weekend,summer,good,good,regular,medium,Europe,low,low,low,low
485,weekend,fall,bad,bad,regular,medium,US,low,low,low,low
486,working,winter,good,bad,regular,low,UK,low,low,medium,
487,holiday,summer,good,good,regular,medium,UK,high,low,,
488,,summer,good,bad,regular,medium,US,low,low,medium,
489,,winter,bad,good,increased,medium,,high,high,high,low
490,weekend,summer,bad,bad,regular,low,Europe,low,low,low,medium
491,weekend,winter,good,good,regular,medium,Europe,high,,medium,low
492,weekend,fall,good,good,regular,low,UK,high,low,low,low
493,working,fall,bad,bad,regular,,UK,low,low,low,low
494,weekend,spring,,good,regular,low,US,high,low,low,low
495,working,summer,good,good,regular,medium,US,,low,low,low
496,weekend,winter,bad,bad,regular,medium,UK,low,low,medium,medium
497,working,spring,bad,bad,regular,medium,UK,low,low,low,medium
498,working,spring,bad,,regular,low,US,low,low,low,low
499,holiday,summer,good,good,regular,medium,Europe,low,low,medium,medium
500,working,,bad,bad,regular,low,Europe,high,low,low,low
501,working,winter,good,bad,regular,medium,US,high,high,high,low
502,working,spring,bad,bad,regular,low,US,low,low,low,low
503,working,spring,good,good,regular,medium,Europe,low,low,medium,medium
504,working,spring,good,good,regular,low,UK,high,low,low,low
505,weekend,spring,good,good,regular,medium,Europe,low,low,low,low
506,working,summer,bad,,regular,low,UK,low,low,low,low
507,working,winter,bad,good,regular,medium,US,,low,high,high
508,working,winter,bad,bad,regular,medium,,low,low,high,medium
509,working,winter,bad,bad,regular,medium,UK,low,low,low,low
510,weekend,winter,bad,bad,regular,low,US,high,,medium,high
511,working,summer,good,good,regular,medium,UK,low,low,low,medium
512,working,summer,good,good,regular,medium,UK,high,low,low,low
513,weekend,winter,bad,bad,regular,medium,Europe,,low,low,medium
514,weekend,winter,bad,bad,increased,low,,high,low,low,low
515,working,spring,bad,good,regular,low,Europe,high,low,medium,high
516,weekend,fall,good,bad,regular,medium,Europe,low,low,medium,high
517,holiday,fall,good,good,regular,medium,Europe,high,,medium,low
518,working,summer,,good,regular,medium,Europe,high,low,low,low
519,working,summer,good,good,regular,medium,Europe,low,low,low,low
520,working,fall,bad,bad,regular,low,US,high,high,medium,low
521,working,winter,bad,bad,regular,medium,Europe,low,low,medium,medium
522,working,spring,good,bad,regular,low,US,,low,high,high
523,working,fall,good,good,regular,medium,US,low,low,low,low
524,weekend,winter,bad,bad,regular,low,Europe,low,low,low,medium
525,working,fall,good,good,regular,medium,Europe,high,low,,
526,working,winter,good,,regular,medium,US,,low,low,low
527,weekend,fall,bad,bad,regular,low,UK,low,low,low,medium
528,working,winter,bad,bad,regular,medium,,low,low,low,
529,working,fall,good,good,regular,medium,UK,low,low,medium,
530,working,summer,bad,good,regular,medium,Europe,low,low,medium,low
531,weekend,fall,bad,bad,regular,medium,UK,low,high,high,medium
532,weekend,spring,bad,bad,regular,low,UK,low,low,low,low
533,working,fall,good,good,regular,low,Europe,high,low,low,medium
534,weekend,fall,,bad,regular,medium,US,high,low,low,medium
535,weekend,fall,bad,good,regular,low,Europe,low,low,high,medium
536,working,winter,bad,bad,regular,medium,Europe,low,low,medium,low
537,weekend,winter,bad,,regular,medium,,high,high,high,high
538,working,spring,good,good,regular,,UK,high,low,medium,
539,,,good,good,regular,medium,,high,low,low,low
540,working,spring,bad,bad,regular,medium,Europe,low,low,low,low
541,working,summer,good,good,regular,medium,Europe,low,low,low,low
542,,spring,bad,bad,regular,medium,UK,low,low,medium,low
543,weekend,winter,bad,bad,regular,medium,Europe,low,low,low,low
544,working,winter,,bad,regular,medium,Europe,low,low,medium,medium
545,weekend,spring,bad,bad,regular,,,,low,low,low
546,,spring,good,good,regular,low,Europe,high,low,low,low
547,,fall,bad,bad,regular,medium,Europe,high,low,low,low
548,working,summer,good,good,regular,medium,US,high,low,low,medium
549,working,winter,bad,bad,regular,medium,Europe,high,high,medium,high
550,working,summer,good,good,regular,medium,Europe,low,low,medium,high
551,working,summer,bad,good,regular,low,Europe,low,low,low,high
552,working,summer,good,good,regular,medium,Europe,high,low,medium,medium
553,,summer,good,good,regular,medium,Europe,high,,low,medium
554,working,winter,good,good,regular,medium,US,low,low,low,medium
555,weekend,spring,,bad,regular,medium,US,high,low,low,low
556,working,fall,good,bad,regular,low,US,low,low,low,low
557,working,fall,good,good,regular,low,UK,high,low,low,low
558,weekend,summer,bad,bad,regular,low,UK,low,low,low,low
559,working,spring,good,bad,regular,medium,Europe,low,low,high,medium
560,working,winter,good,good,regular,medium,,low,low,low,low
561,working,fall,good,good,regular,medium,Europe,low,low,low,high
562,working,,good,good,increased,medium,Europe,low,low,low,low
563,working,summer,good,good,regular,medium,US,high,low,medium,low
564,holiday,summer,good,good,regular,medium,Europe,low,low,low,medium
565,working,summer,good,good,increased,medium,Europe,low,low,,low
566,weekend,fall,good,good,regular,medium,US,high,low,medium,low
567,working,fall,good,good,regular,medium,US,high,low,low,low
568,working,spring,good,good,regular,medium,US,low,low,high,high
569,weekend,fall,good,good,regular,medium,UK,high,low,low,low
570,,fall,good,good,regular,medium,Europe,high,low,medium,low
571,weekend,spring,bad,bad,regular,low,Europe,low,low,low,low
572,working,spring,good,,,low,UK,high,low,low,low
573,weekend,fall,good,good,regular,medium,US,high,low,low,low
574,working,winter,bad,bad,regular,medium,UK,,low,low,low
575,working,spring,good,,regular,medium,Europe,high,low,medium,low
576,working,winter,bad,bad,regular,,US,low,low,low,low
577,working,winter,bad,bad,regular,,Europe,high,low,medium,medium
578,working,winter,bad,bad,regular,medium,US,low,low,low,
579,working,fall,good,good,regular,low,Europe,high,low,low,
580,working,fall,,good,regular,medium,Europe,high,low,medium,high
581,weekend,fall,good,good,,medium,US,high,low,high,medium
582,working,fall,good,,regular,low,UK,high,low,,high
583,weekend,fall,,good,regular,medium,UK,high,high,high,medium
584,holiday,fall,good,good,regular,low,US,high,high,low,low
585,holiday,winter,good,,regular,medium,Europe,high,high,high,medium
586,working,fall,good,bad,regular,low,Europe,low,,low,low
587,working,spring,good,bad,regular,medium,US,low,low,low,low
588,working,fall,bad,bad,increased,low,Europe,low,low,low,low
589,working,fall,,good,regular,medium,US,low,low,medium,low
590,working,spring,bad,bad,regular,medium,Europe,low,low,low,low
591,working,,bad,bad,regular,low,UK,low,low,low,low
592,holiday,spring,,bad,regular,low,Europe,high,low,low,medium
593,working,winter,bad,good,regular,low,UK,high,low,low,low
594,weekend,spring,bad,bad,regular,medium,US,low,low,low,low
595,working,fall,good,good,increased,medium,US,low,low,low,medium
596,weekend,winter,good,bad,regular,low,Europe,high,,low,low
597,working,spring,bad,bad,regular,low,UK,high,low,low,high
598,working,summer,good,good,regular,medium,Europe,high,low,low,low
599,working,spring,bad,good,regular,medium,Europe,low,low,low,low
600,weekend,winter,good,good,increased,medium,UK,low,low,low,low
601,,fall,bad,bad,regular,medium,Europe,low,low,low,high
602,working,summer,,good,regular,medium,US,low,low,medium,low
603,weekend,winter,bad,bad,regular,low,Europe,low,low,low,low
604,working,spring,good,good,regular,low,Europe,high,low,medium,medium
605,working,fall,bad,bad,regular,low,Europe,low,low,low,low
606,working,winter,bad,bad,regular,low,Europe,low,low,medium,low
607,holiday,summer,good,good,increased,medium,Europe,low,,medium,high
608,working,fall,bad,good,regular,low,Europe,high,low,medium,high
609,weekend,summer,bad,good,increased,medium,US,low,low,medium,high
610,working,winter,bad,bad,regular,medium,UK,low,low,low,low
611,,fall,good,good,regular,medium,Europe,low,low,low,medium
612,working,spring,good,bad,regular,medium,,high,high,high,medium
613,weekend,fall,good,good,regular,medium,US,high,high,high,high
614,working,winter,good,good,regular,medium,,low,,,high
615,working,summer,good,good,increased,medium,UK,high,low,medium,medium
616,working,summer,good,good,increased,,UK,high,low,medium,high
617,working,winter,bad,bad,regular,medium,US,high,high,high,low
618,working,winter,bad,bad,increased,medium,Europe,low,low,,low
619,working,winter,bad,bad,regular,medium,Europe,low,low,medium,medium
620,working,summer,good,bad,regular,medium,Europe,low,,high,high
621,working,winter,bad,good,regular,medium,UK,high,low,low,low
622,weekend,summer,good,good,regular,medium,UK,high,low,medium,
623,working,winter,bad,good,regular,low,US,high,low,low,
624,working,summer,good,good,regular,medium,Europe,high,low,,medium
625,working,fall,good,good,,low,UK,high,high,medium,low
626,working,fall,good,good,regular,,Europe,high,low,low,low
627,holiday,summer,good,good,regular,medium,US,,low,high,high
628,weekend,fall,bad,good,regular,low,Europe,low,low,low,low
629,working,spring,bad,good,regular,medium,Europe,high,low,low,low
630,working,spring,good,good,regular,medium,US,high,low,low,low
631,holiday,winter,bad,bad,regular,,Europe,high,low,high,low
632,working,fall,bad,bad,regular,low,UK,high,low,low,low
633,working,fall,good,good,regular,low,UK,high,,medium,medium
634,weekend,winter,bad,bad,regular,low,Europe,low,low,low,low
635,working,,good,good,regular,medium,Europe,low,low,medium,high
636,holiday,spring,good,good,regular,medium,US,high,low,medium,low
637,holiday,winter,good,good,regular,medium,Europe,low,low,low,high
638,working,fall,good,bad,regular,medium,UK,low,low,low,low
639,weekend,spring,good,good,regular,medium,Europe,low,low,low,low
640,working,summer,good,good,,medium,Europe,low,low,low,low
641,working,winter,bad,bad,regular,low,,high,low,low,low
642,weekend,winter,good,good,regular,medium,Europe,low,low,medium,low
643,weekend,winter,bad,bad,regular,low,Europe,low,low,medium,low
644,working,fall,bad,bad,regular,medium,Europe,low,low,low,medium
645,working,fall,good,good,regular,low,US,high,low,low,medium
646,weekend,winter,good,bad,increased,medium,Europe,low,low,,high
647,working,winter,bad,bad,regular,medium,UK,high,low,low,low
648,working,winter,bad,bad,regular,medium,Europe,low,low,low,low
649,working,spring,good,bad,regular,medium,US,low,low,low,high
650,weekend,summer,good,good,regular,medium,Europe,high,low,low,low
651,weekend,fall,good,good,regular,medium,Europe,high,high,high,high
652,working,winter,bad,,regular,medium,Europe,high,high,medium,medium
653,working,winter,good,bad,regular,medium,Europe,low,low,high,high
654,working,fall,bad,bad,regular,,Europe,low,low,low,high
655,working,winter,bad,bad,regular,medium,Europe,low,low,low,medium
656,holiday,spring,bad,bad,regular,medium,Europe,low,low,medium,medium
657,working,summer,good,good,regular,medium,US,high,low,low,low
658,holiday,fall,bad,good,,medium,Europe,high,low,medium,
659,working,spring,,bad,regular,low,Europe,low,low,medium,medium
660,weekend,winter,bad,bad,regular,low,UK,low,low,,low
661,working,fall,good,good,regular,medium,US,,high,high,low
662,working,fall,good,good,regular,medium,Europe,,low,high,high
663,weekend,spring,bad,bad,regular,medium,US,high,low,low,low
664,holiday,fall,good,good,regular,medium,Europe,low,low,,medium
665,weekend,summer,,good,regular,low,Europe,low,low,medium,high
666,weekend,spring,good,good,regular,medium,Europe,low,low,medium,low
667,working,fall,,good,regular,medium,US,high,low,medium,medium
668,working,,good,good,regular,low,US,low,low,low,low
669,working,fall,good,good,regular,medium,UK,high,low,medium,low
670,weekend,winter,bad,bad,regular,low,Europe,low,low,low,low
671,weekend,spring,good,good,,medium,US,high,low,medium,medium
672,weekend,spring,bad,bad,regular,medium,Europe,low,low,low,low
673,holiday,fall,bad,bad,regular,medium,Europe,low,low,medium,low
674,weekend,fall,good,good,regular,medium,US,low,low,medium,high
675,working,summer,good,good,regular,low,US,high,low,medium,low
676,holiday,spring,good,,regular,low,,low,,medium,medium
677,working,summer,good,good,regular,medium,Europe,high,low,,low
678,working,summer,good,good,regular,low,UK,low,low,low,medium
679,working,summer,bad,bad,regular,medium,UK,low,low,low,low
680,weekend,summer,good,good,regular,medium,US,high,low,medium,high
681,weekend,fall,good,good,regular,medium,UK,low,low,medium,high
682,working,spring,good,good,regular,medium,UK,high,low,low,high
683,working,spring,good,good,regular,medium,Europe,high,low,low,low
684,working,winter,bad,bad,regular,low,Europe,low,low,low,low
685,working,,good,bad,regular,medium,US,low,low,low,low
686,working,,bad,bad,regular,medium,US,low,low,medium,medium
687,working,fall,good,good,regular,medium,US,,low,low,low
688,weekend,fall,good,bad,regular,medium,Europe,low,low,high,high
689,working,spring,good,good,regular,medium,Europe,low,low,medium,high
690,working,fall,good,good,regular,,Europe,high,low,medium,high
691,working,spring,bad,bad,regular,medium,Europe,high,low,high,medium
692,working,,good,good,regular,medium,US,high,low,,medium
693,working,fall,bad,bad,regular,low,Europe,high,high,medium,medium
694,working,spring,good,good,increased,low,,high,low,low,low
695,weekend,summer,bad,bad,regular,low,,low,low,,low
696,working,fall,,good,regular,low,Europe,low,low,low,low
697,working,,bad,bad,regular,medium,UK,low,low,low,low
698,working,fall,good,good,regular,medium,UK,high,low,low,low
699,working,summer,good,good,increased,medium,Europe,low,low,high,high
700,working,spring,good,,regular,medium,Europe,high,low,low,medium
701,weekend,summer,bad,good,regular,medium,Europe,low,low,low,low
702,weekend,spring,good,good,regular,medium,US,high,low,low,low
703,working,winter,good,good,regular,low,US,low,low,low,medium
704,weekend,fall,bad,bad,regular,low,Europe,low,low,low,medium
705,working,summer,good,bad,regular,medium,Europe,low,,high,high
706,working,summer,good,bad,,low,Europe,low,low,low,low
707,working,,good,good,regular,medium,US,low,low,low,low
708,,winter,good,good,regular,medium,Europe,low,low,low,medium
709,working,fall,good,good,regular,medium,UK,high,low,low,medium
710,working,fall,good,good,regular,medium,Europe,high,low,low,medium
711,weekend,winter,bad,bad,regular,medium,Europe,high,low,low,low
712,working,fall,bad,bad,regular,low,UK,low,low,low,low
713,working,spring,good,bad,regular,medium,Europe,low,low,low,low
714,working,summer,bad,bad,regular,low,Europe,low,low,high,medium
715,holiday,winter,bad,bad,regular,low,US,high,low,low,low
716,working,fall,bad,bad,,medium,US,low,,high,medium
717,working,winter,bad,bad,regular,medium,US,high,high,high,high
718,weekend,fall,good,good,regular,medium,Europe,high,low,medium,medium
719,working,fall,good,good,regular,medium,US,high,low,medium,high
720,working,summer,good,good,regular,medium,Europe,high,low,low,medium
